Scene,entropy,si,ti,lap_var,lap_var_var,lap_p25,lap_p50,lap_p75,sharpness,thrash_hold
AoT1920x1080.mov_46,7.501476527777778,40.430985001487,2.073559503169716,195.99089511082965,69735.08517442626,-1.5277777777777777,0.0,1.4722222222222223,2,2
AoT1920x1080.mov_47,7.389675092592593,30.52823393660728,2.5590193868108284,123.76341542490181,19156.13288437693,-1.5740740740740742,0.0,1.5,2,1
AoT1920x1080.mov_48,7.418271597222223,36.237863570542316,2.1761707814327025,224.28805837306444,146304.605278949,-1.9166666666666667,0.0,1.7638888888888888,1,0
AoT1920x1080.mov_49,7.50766770967742,65.82361221256237,3.987325610063182,305.19744293229434,162257.2088523916,-1.89247311827957,0.0,1.7741935483870968,1,2
AoT1920x1080.mov_50,7.360129416666667,33.243880632461156,3.446160054036764,211.78180441295484,54658.6580253484,-1.8,0.0,1.6833333333333333,-1,1
AoT1920x1080.mov_51,7.222610777777778,55.74306153738441,1.524146226456471,205.17069224016348,93030.47921411085,-1.8888888888888888,0.0,1.7777777777777777,2,2
AoT1920x1080.mov_52,7.291338,51.70763730604086,2.5660614185147703,215.18992576649967,63855.72051561431,-1.7333333333333334,0.0,1.6222222222222222,1,1
AoT1920x1080.mov_53,6.96794880952381,15.455501422177498,3.4244186206621894,241.2399499632834,78669.36718890307,-1.8095238095238095,0.0,1.6428571428571428,0,0
AoT1920x1080.mov_54,7.421514266666667,44.988612890436954,3.5986473884376333,344.0345223282156,172529.41449472064,-1.7733333333333334,0.0,1.5866666666666667,2,2
AoT1920x1080.mov_55,7.416930822916667,38.534873575800454,2.0281034978964585,275.9298966918766,98322.29957339629,-1.8125,0.0,1.6979166666666667,1,2
AoT1920x1080.mov_56,7.436875801619434,46.60227426135562,2.228951952342414,241.15705430134065,96495.57407020353,-1.8097165991902835,0.0,1.6518218623481782,1,2
AoT1920x1080.mov_57,7.398159923076923,41.00521390011708,1.4760507931255917,254.96198197430445,106580.10713774755,-1.8717948717948718,0.0,1.7564102564102564,3,2
AoT1920x1080.mov_58,7.347759035087719,38.00681342711838,1.3179437262195,237.50066946417846,142110.7844082272,-1.7982456140350878,0.0,1.719298245614035,2,2
AoT1920x1080.mov_59,7.142225527777778,21.444167595928313,1.7097197571900535,192.02374422431166,100746.96573751736,-1.8333333333333333,0.0,1.6944444444444444,2,1
AoT1920x1080.mov_60,6.817789640625,41.93985268057563,1.6690920203993682,289.2906186261726,149528.88688289712,-1.984375,0.0,1.8072916666666667,2,2
AoT1920x1080.mov_61,7.306756688888889,36.983788428800125,3.5375765766811695,122.16026607857155,21376.66094024773,-1.5555555555555556,0.0,1.511111111111111,1,2
AoT1920x1080.mov_62,6.774754333333333,44.164247814850945,1.109777325451902,254.30747187497963,89351.58525616449,-1.7333333333333334,0.0,1.55,2,2
AoT1920x1080.mov_63,6.763723902777778,26.60357769887433,2.1524988875334237,235.65989673249493,80883.39205607162,-1.5833333333333333,0.0,1.4583333333333333,3,1
AoT1920x1080.mov_64,7.4502205851851855,46.77969014670484,2.8216536847793403,196.6950807912983,80945.09993824534,-1.711111111111111,0.0,1.548148148148148,2,1
AoT1920x1080.mov_65,7.446118143884892,51.14428244508131,2.8871851975733698,169.8185683459484,40674.10204543508,-1.6978417266187051,0.0,1.60431654676259,2,1
AoT1920x1080.mov_66,7.468069888888889,33.51227558283002,6.371635087985404,259.2327451225367,76550.30432774452,-1.625,0.0,1.4166666666666667,3,2
AoT1920x1080.mov_67,7.3325788,40.11897760806512,2.568595505721241,193.87234045859557,32365.904705016597,-1.6166666666666667,0.0,1.4333333333333333,2,1
AoT1920x1080.mov_68,7.432677520833334,44.499866730231155,3.2826093765152726,144.884741743347,25606.862913120392,-1.7916666666666667,0.0,1.6666666666666667,3,1
AoT1920x1080.mov_69,7.302965928571429,42.72800672985559,1.5021529150590216,246.61197148390454,106578.62941179954,-1.880952380952381,0.0,1.75,2,2
AoT1920x1080.mov_70,7.071507641975309,36.31281527978493,1.359463483648583,293.912080865426,104100.89596467596,-1.7777777777777777,0.0,1.6049382716049383,2,3
AoT1920x1080.mov_71,7.104092520833333,56.5895595370795,1.1967962459674641,205.89222080561697,135208.31716132045,-2.0208333333333335,0.0,1.7916666666666667,2,2
AoT1920x1080.mov_72,7.458643266666667,58.123194787174675,2.3625508989370294,248.31686206570583,137302.084391295,-1.8533333333333333,0.0,1.7333333333333334,1,2
AoT1920x1080.mov_73,7.448191729166667,37.29056217322029,1.2046903135331164,194.16318648461205,64828.547581617306,-1.7395833333333333,0.0,1.625,2,2
AoT1920x1080.mov_74,7.068348381944444,23.93063356334052,1.0000404205308293,240.30516075221658,85243.87796452886,-1.7361111111111112,0.0,1.5972222222222223,3,0
AoT1920x1080.mov_75,7.387906211111111,41.90568128949224,3.1455437387710066,310.8129710865835,138838.39915501143,-1.8888888888888888,0.0,1.6777777777777778,2,2
AoT1920x1080.mov_76,7.3621026417910445,43.37894539716608,1.527955967053077,272.34820110558513,81721.10248118559,-1.835820895522388,0.0,1.671641791044776,2,2
AoT1920x1080.mov_77,7.046844208333334,40.26423808786832,2.3393123266739595,248.20309012660547,71452.18831864328,-1.6666666666666667,0.0,1.375,1,2
AoT1920x1080.mov_78,7.202409230769231,44.06168426955458,2.784312619538195,261.1465410774513,103895.59863930417,-1.7820512820512822,0.0,1.6153846153846154,2,1
AoT1920x1080.mov_79,7.467078888888889,38.06289335361981,3.126849198317012,168.92347259950668,44732.34051973832,-1.7619047619047619,0.0,1.6507936507936507,0,3
AoT1920x1080.mov_80,7.234963622222222,43.699030643565806,5.593151214950221,209.2876836043348,65647.82102667112,-1.7555555555555555,0.0,1.6444444444444444,1,1
AoT1920x1080.mov_81,6.531776538461538,24.797566222419107,2.8742873939729443,294.0911836976748,174351.13256570755,-2.076923076923077,0.0,1.8974358974358974,3,0
AoT1920x1080.mov_82,7.382557809523809,36.909643934489885,0.9971695903167064,203.0826816547699,113619.19727599822,-1.619047619047619,0.0,1.5238095238095237,2,1
AoT1920x1080.mov_83,6.977270353448276,18.433614235648868,2.4592903108741155,212.577937795175,125322.28589222343,-1.9310344827586208,0.0,1.7586206896551724,3,1
AoT1920x1080.mov_84,7.4442998241758245,38.73403361612729,1.6223979442925593,244.78134833410158,90757.95398339248,-1.8296703296703296,0.0,1.7087912087912087,2,3
AoT1920x1080.mov_85,7.3073261022222225,40.86916515851859,1.5098882504357662,206.42194959047333,53989.147797305675,-1.6666666666666667,0.0,1.5022222222222221,2,1
AoT1920x1080.mov_86,7.321673914634147,34.38824936934397,1.9581351692396187,185.9319251549114,52820.04417938245,-1.6829268292682926,0.0,1.5975609756097562,2,2
AoT1920x1080.mov_87,7.2425246111111115,41.92910926446374,0.913825847975967,152.54043624134619,31852.99664582801,-1.7916666666666667,0.0,1.6944444444444444,2,2
AoT1920x1080.mov_88,7.1678192272727275,22.146515844867565,3.2599560920949977,195.3342673014732,39530.31850486423,-1.7575757575757576,0.0,1.6363636363636365,2,1
AoT1920x1080.mov_89,7.348727466666666,38.1144788038838,11.604700009949076,260.0325483490483,103566.91730608133,-1.7,0.0,1.5833333333333333,2,1
AoT1920x1080.mov_90,6.74306780952381,31.709364158583952,1.3993088353498855,256.0295663497201,150187.68052535466,-2.1666666666666665,0.0,1.9047619047619047,2,1
AoT1920x1080.mov_91,7.246913,27.635077512663923,4.941029902285861,185.51145324924963,87255.9846182817,-1.631578947368421,0.0,1.5087719298245614,1,1
AoT1920x1080.mov_92,7.389961964444445,42.15139483595707,0.8603670406091111,255.9039204310651,135359.59676119685,-1.9022222222222223,0.0,1.72,3,2
AoT1920x1080.mov_93,7.279836424242424,31.244749561064143,1.6928771026226659,191.88085770501544,98821.2737986908,-1.7777777777777777,0.0,1.7171717171717171,2,2
AoT1920x1080.mov_94,7.494206574712644,56.958478594921566,2.278533535229351,381.2450335331007,254307.44668099438,-2.206896551724138,0.0,2.0344827586206895,1,1
AoT1920x1080.mov_95,7.458920540229885,53.48932782699116,2.1224843030627714,188.87496691656597,41329.080389984636,-2.0229885057471266,0.0,1.8735632183908046,2,2
AoT1920x1080.mov_96,7.367768694444445,42.613049641970775,2.9512847235781745,171.8761638092734,40795.435265296226,-1.8472222222222223,0.0,1.7083333333333333,2,2
AoT1920x1080.mov_97,7.267511757142857,36.60894818862034,3.8811060119885616,301.3286583005098,146507.4729951886,-1.5857142857142856,0.0,1.4428571428571428,2,2
AoT1920x1080.mov_98,6.8731924285714285,23.436432797786285,10.233029222939864,220.63635788126984,26201.00389111322,-1.9523809523809523,0.0,1.7142857142857142,2,1
AoT1920x1080.mov_99,7.345330333333333,28.467520834788672,18.43142491564646,218.01056606652116,46133.185475400685,-1.6666666666666667,0.0,1.4444444444444444,1,0
AoT1920x1080.mov_100,7.287006222222222,29.95233965980644,16.24090503906605,400.1963134623071,244367.13905668104,-1.7222222222222223,0.0,1.7222222222222223,1,0
AoT1920x1080.mov_101,7.376635666666667,32.89299848914695,15.001178326984697,353.03943059379213,184733.67815653537,-1.9047619047619047,0.0,1.7619047619047619,1,0
AoT1920x1080.mov_102,7.4343042,36.00158453676565,14.824642484223952,292.3023361991937,63520.19759492624,-1.9333333333333333,0.0,1.8,1,0
AoT1920x1080.mov_103,7.298571944444444,24.30338105160523,20.447479210768844,292.24138185420134,122564.83089806432,-1.711111111111111,0.0,1.5222222222222221,0,0
AoT1920x1080.mov_104,7.218869638888889,25.57785241625473,18.820478773730386,134.01092434483346,23226.382265933422,-1.5833333333333333,0.0,1.4444444444444444,0,0
AoT1920x1080.mov_105,7.320711953703704,31.11869028445066,12.900980166680327,183.95757840498024,50091.46751032281,-1.9351851851851851,0.0,1.7777777777777777,0,0
AoT1920x1080.mov_106,7.351912257309942,34.510086725933505,7.2859270149365445,298.64865913960193,187988.37486633562,-2.064327485380117,0.0,1.95906432748538,0,0
AoT1920x1080.mov_107,7.344433404761904,24.949610707719504,4.017525296401234,164.0371238191893,53363.18201740442,-1.7380952380952381,0.0,1.6428571428571428,0,0
AoT1920x1080.mov_108,7.2856225,29.571135400855855,4.0841566381377366,210.69810494017838,114526.7126536358,-1.8571428571428572,0.0,1.7142857142857142,1,1
AoT1920x1080.mov_109,7.376037514285715,33.50866685514094,3.7920691105896034,362.44745688116325,199011.46234171378,-2.342857142857143,0.0,2.1142857142857143,1,1
AoT1920x1080.mov_110,7.383481945945946,32.22056163928642,1.81530866180053,218.95643058084434,35045.25358140146,-1.7297297297297298,0.0,1.5675675675675675,0,0
AoT1920x1080.mov_111,7.359134760416667,46.623129784155964,2.815256722639949,248.037913594192,148001.80696837595,-1.8958333333333333,0.0,1.7395833333333333,0,0
AoT1920x1080.mov_112,7.14977285,42.23231382227452,1.4301935777973545,228.02732422921378,163965.11362823134,-1.8666666666666667,0.0,1.6666666666666667,3,1
AoT1920x1080.mov_113,7.509354657894737,32.338953514061075,1.0866071482502309,245.6872914601132,119080.14746884002,-1.8508771929824561,0.0,1.6842105263157894,3,1
AoT1920x1080.mov_114,7.222978732851986,32.54734157916529,1.7113218364658858,185.8257612343749,48748.612698518264,-1.7509025270758123,0.0,1.6714801444043321,0,0
AoT1920x1080.mov_115,6.807281357638889,23.785195622441904,1.1883530845513475,218.1118436985145,86620.68737758351,-1.8402777777777777,0.0,1.6423611111111112,3,1
AoT1920x1080.mov_116,7.056863853479854,36.98982359203518,2.048612219465091,230.62858103827972,106765.23520492089,-1.8534798534798536,0.0,1.6996336996336996,2,0
AoT1920x1080.mov_117,7.149082651041667,38.633832799677954,2.1093872502006024,258.76528612489847,146353.5692106578,-1.9375,0.0,1.8333333333333333,2,1
AoT1920x1080.mov_118,6.811052786885246,32.4543183844021,1.366751292260141,172.69985961855872,65015.661750106075,-1.9180327868852458,0.0,1.7704918032786885,3,2
AoT1920x1080.mov_119,7.1089298,32.153520567855736,1.1832527214145836,232.50792271936953,105752.74850315686,-1.6833333333333333,0.0,1.5166666666666666,3,1
AoT1920x1080.mov_120,7.110755310502283,36.6809150767489,1.3923109003494252,251.34581911014828,69123.07944670354,-1.726027397260274,0.0,1.5159817351598173,3,1
AoT1920x1080.mov_121,7.041864147679325,27.73685006545063,0.9374443756151537,229.46621174118403,112818.89406760418,-1.9071729957805907,0.0,1.7721518987341771,2,1
AoT1920x1080.mov_122,7.146228225352113,41.12816933192238,0.9942649515362239,232.97967316811832,113564.30195014812,-1.8215962441314555,0.0,1.6713615023474178,2,1
AoT1920x1080.mov_123,7.518910103825137,25.250304971197433,0.7450718548557778,230.9279711244007,136092.96904256742,-1.907103825136612,0.0,1.7431693989071038,2,2
AoT1920x1080.mov_124,7.008533885135135,31.79048511837426,1.3149532752238862,254.83826840428446,91979.77526541633,-1.8310810810810811,0.0,1.614864864864865,2,2
AoT1920x1080.mov_125,7.098184992592593,25.17581958563497,1.3654639879961852,161.10476692834112,29063.4729426715,-1.7407407407407407,0.0,1.6296296296296295,2,3
AoT1920x1080.mov_126,7.1790733205128205,27.050192036411357,2.0123847150565553,146.92752832507364,27886.31838352996,-1.8461538461538463,0.0,1.7179487179487178,2,1
AoT1920x1080.mov_127,6.760699711538462,20.811519316907923,2.858790606828952,219.00422119595896,52288.49688835455,-1.7179487179487178,0.0,1.5512820512820513,2,0
AoT1920x1080.mov_128,7.0313520810810815,39.87682194076115,1.4082345128199152,214.73430669245528,90765.88641861675,-1.8558558558558558,0.0,1.6756756756756757,3,2
AoT1920x1080.mov_129,6.794578369047619,33.294557532368955,1.3115684303492028,277.891814795617,184690.85304517043,-1.9880952380952381,0.0,1.8333333333333333,2,2
AoT1920x1080.mov_130,6.8745908299319725,35.61191435243908,2.6149536189565397,199.78546165975862,96994.81415727259,-1.9387755102040816,0.0,1.782312925170068,3,1
AoT1920x1080.mov_131,7.159084208333334,42.143032071991044,1.235282805316097,362.5251863350215,222707.39316068334,-2.0,0.0,1.8125,2,2
AoT1920x1080.mov_132,7.246909224489796,37.683823457059134,1.5171043441819891,340.9413969929417,256526.98326292398,-1.8571428571428572,0.0,1.6938775510204083,2,2
AoT1920x1080.mov_133,7.16206062745098,29.595227211705303,1.7933282886229578,147.18153072937565,38220.99400687639,-1.8823529411764706,0.0,1.7549019607843137,3,2
AoT1920x1080.mov_134,6.445681743589744,22.48643066285976,2.4777753129007882,247.29098549447605,58804.61011336245,-1.8333333333333333,0.0,1.6153846153846154,3,1
AoT1920x1080.mov_135,6.633561,28.903820008636796,1.7652042716539773,269.1127840722741,97057.00084797853,-1.6842105263157894,0.0,1.5087719298245614,2,1
AoT1920x1080.mov_136,6.347574194444444,30.380103165825467,2.4711770908429918,290.4114278387328,134774.9153523137,-1.5277777777777777,0.0,1.3611111111111112,2,2
AoT1920x1080.mov_137,5.695606557365183,17.29762599239782,1.6547582507577663,237.71624621079076,112115.09127802984,-1.8845457835685848,0.0,1.7357944263481724,3,0
AoT1920x1080.mov_138,6.954680416666667,28.83782279836652,3.705281639932553,259.8512597936457,212366.48629752535,-2.4583333333333335,0.0,2.1041666666666665,2,0
AoT1920x1080.mov_139,6.81539437,26.756008617951807,2.9720340583555993,217.15755537403206,74819.6718819673,-1.7033333333333334,0.0,1.6033333333333333,2,1
AoT1920x1080.mov_140,6.911993858974359,25.10196504261878,3.4833780786938426,172.86301292130028,37831.15827618643,-2.08974358974359,0.0,1.9743589743589745,2,1
AoT1920x1080.mov_141,6.846266944444444,25.0298603873933,3.164984416699712,172.16874391436207,35640.19060499328,-1.8888888888888888,0.0,1.8611111111111112,1,2
AoT1920x1080.mov_142,6.908880916666667,33.45723842260052,4.209684781556796,215.91775701655237,95309.65176009764,-1.7708333333333333,0.0,1.5833333333333333,2,1
AoT1920x1080.mov_143,6.856530217948718,31.2617722900823,3.658200726833135,221.2804335839537,50787.84087437091,-1.705128205128205,0.0,1.5256410256410255,2,1
AoT1920x1080.mov_144,6.995441583333333,32.014857705858276,2.3190447958193636,249.42473460719114,88334.29587084564,-1.6785714285714286,0.0,1.5,3,2
AoT1920x1080.mov_145,7.047852625,13.904445938991378,6.296013770744331,165.19680696806208,82303.77091101132,-1.4583333333333333,0.0,1.375,2,1
AoT1920x1080.mov_146,6.89871258974359,27.375280919961703,4.620626685219137,162.9715216477003,43022.71389285457,-1.6666666666666667,0.0,1.5769230769230769,2,1
AoT1920x1080.mov_147,7.078793166666666,29.812626728383634,4.025863087697242,273.10164477628575,157472.22327391023,-2.0833333333333335,0.0,1.8333333333333333,3,1
AoT1920x1080.mov_148,6.4606415843023255,24.671756462709883,4.203503178380076,233.64127859313714,102927.96676520711,-1.8880813953488371,0.0,1.748546511627907,2,1
AoT1920x1080.mov_149,7.158187833333334,32.24870524755615,1.653092635489869,239.57427865853188,84332.3423602262,-1.75,0.0,1.5625,3,1
AoT1920x1080.mov_150,6.919671611111111,18.884474430315848,1.7738878844037904,274.5713426780403,86725.70574560027,-1.7222222222222223,0.0,1.5416666666666667,3,0
AoT1920x1080.mov_151,5.515409689393939,10.779354669254083,1.976858439043753,159.49845686620986,28787.840159182306,-1.9242424242424243,0.0,1.8181818181818181,3,1
AoT1920x1080.mov_152,5.642682408906882,14.87858035336771,3.091491062679163,244.38315047886644,141380.81744022513,-1.9676113360323886,0.0,1.8380566801619433,3,0
AoT1920x1080.mov_153,6.933348717948718,36.1180565457476,2.629486925177542,236.8967007755889,113670.62934500132,-1.9679487179487178,0.0,1.7435897435897436,3,1
AoT1920x1080.mov_154,6.740351337700146,40.71378028393861,7.545488656083967,208.40266511712474,64828.04351026687,-1.720524017467249,0.0,1.5909752547307132,2,0
AoT1920x1080.mov_155,6.504329342465754,18.77532586690534,2.9397786106864197,178.7136265022332,99765.46753246033,-1.8356164383561644,0.0,1.6712328767123288,3,1
AoT1920x1080.mov_156,6.9359673125,33.95801270280738,3.8229221172795484,244.2068476635637,117690.36595381847,-1.9166666666666667,0.0,1.7291666666666667,3,1
AoT1920x1080.mov_157,6.933284479166667,40.05211488022786,1.8141148724527536,277.02236333763494,125153.77229677036,-2.0208333333333335,0.0,1.7708333333333333,2,2
AoT1920x1080.mov_158,6.7795863125,29.275898229949075,2.80615333767333,193.36321245117267,33415.11870479142,-1.7291666666666667,0.0,1.5833333333333333,2,1
AoT1920x1080.mov_159,6.652255548387097,24.478391513421833,4.894193927553292,328.6453935753344,252517.1781349174,-1.5483870967741935,0.0,1.3870967741935485,2,1
AoT1920x1080.mov_160,6.121835456140351,16.32606307977506,2.0440524174985937,216.02845498343453,97382.92117078385,-1.9444444444444444,0.0,1.8216374269005848,3,0
AoT1920x1080.mov_161,6.3942491182795695,16.012020607145857,3.69546524494716,239.1507846718915,71014.889734496,-1.7876344086021505,0.0,1.60752688172043,3,0
AoT1920x1080.mov_162,4.7305793666666665,23.74590072873756,1.7242585475293302,151.15522668949578,22615.769857564206,-1.9333333333333333,0.0,1.9333333333333333,2,1
AoT1920x1080.mov_163,6.997801255172414,32.24615274426982,2.3823071266111002,273.40718778460524,144645.6502026316,-1.9655172413793103,0.0,1.8827586206896552,3,2
AoT1920x1080.mov_164,6.838886499999999,14.94128258019709,0.6523482553647095,328.2295685864384,75194.95578242936,-1.5,0.0,1.5,3,2
AoT1920x1080.mov_165,6.887390598214286,18.785511403097594,1.2219335268994922,170.4194380459629,74698.80359618379,-1.8214285714285714,0.0,1.75,3,1
AoT1920x1080.mov_166,7.3139380208333336,31.068649404759793,2.6751507510752206,268.9465106967947,148425.66140695903,-1.6875,0.0,1.6041666666666667,1,0
AoT1920x1080.mov_167,7.560332441666667,33.6952313040514,1.9118764869772893,252.66703636207865,116804.32505367407,-1.9416666666666667,0.0,1.725,1,0
AoT1920x1080.mov_168,7.166211025,52.97574725961202,0.3491617938246667,176.80117948346285,81973.81410346294,-1.7083333333333333,0.0,1.5833333333333333,-2,-2
AoT1920x1080.mov_169,6.5732151666666665,3.2065196367794053,0.9724977754613706,244.37189513308405,69648.32839075393,-1.7416666666666667,0.0,1.5083333333333333,1,3
AoT1920x1080.mov_170,6.005062166666667,7.277953693780074,0.9286379552562288,210.39368765326745,58700.96299048751,-1.6458333333333333,0.0,1.5833333333333333,1,0
AoT1920x1080.mov_171,6.491320083333333,3.364253064533706,1.2878611914243603,233.9142477606123,89493.238511663,-1.625,0.0,1.5833333333333333,2,0
