Scene,entropy,si,ti,lap_var,lap_var_var,lap_p25,lap_p50,lap_p75,sharpness,thrash_hold
disney_1280x720.mp4_84,7.397926451492538,28.925483622421613,1.3064467814344825,142.5995462764585,37521.94174479058,-0.7126865671641791,0.0,0.8619402985074627,2,1
disney_1280x720.mp4_85,7.5342351615384615,27.652539994226423,0.7489193815493704,100.43358381107087,9926.399906077153,-0.5846153846153846,0.0,0.6692307692307692,1,1
disney_1280x720.mp4_86,6.210649282670454,20.947975022345883,1.4310906238082957,129.4982295782934,25080.293559260223,-0.6676136363636364,0.0,0.7883522727272727,1,1
disney_1280x720.mp4_87,7.486071905579399,41.58585817574422,2.6088885768869226,125.34363888769546,27159.250890378,-0.648068669527897,0.0,0.7725321888412017,1,1
disney_1280x720.mp4_88,7.339014589041096,29.85267268422555,2.9971920435970203,116.21537866743068,29860.233691657646,-0.6164383561643836,0.0,0.6986301369863014,1,1
disney_1280x720.mp4_89,7.701324385826772,36.86413706157059,4.566125048119491,113.47345138216856,14182.269230356873,-0.5984251968503937,0.0,0.7244094488188977,1,1
disney_1280x720.mp4_90,7.465130317948718,34.64756400077338,5.554372634158315,119.9544527512315,24808.740823656477,-0.6,0.0,0.7025641025641025,0,0
disney_1280x720.mp4_91,6.474823317948718,13.643988790195367,5.438394039823491,141.21306030025906,26226.645339239523,-0.7589743589743589,0.0,0.882051282051282,1,1
disney_1280x720.mp4_92,7.563041736842106,22.29843947277069,15.977575156469221,197.40537569125584,44440.12608084809,-0.9122807017543859,0.0,1.0526315789473684,1,1
disney_1280x720.mp4_93,7.214909906976744,23.87954669374754,12.947036149677235,137.42963115888608,23299.278037155567,-0.6976744186046512,0.0,0.813953488372093,1,1
disney_1280x720.mp4_94,7.335780407407407,16.730279471547217,6.416029559043711,129.91674092326136,33298.77658345927,-0.5925925925925926,0.0,0.7654320987654321,2,1
disney_1280x720.mp4_95,6.866111862068966,14.939880472124441,2.74558003651808,135.00745039449066,31403.12962289572,-0.6827586206896552,0.0,0.8137931034482758,1,1
disney_1280x720.mp4_96,7.834552560538117,26.892935531476564,7.50236931463623,101.56842279137886,12072.199054548793,-0.6233183856502242,0.0,0.6681614349775785,1,0
